"shell_1_1_1 - RawData"
"Wavelength nm.","Abs."
529.00,0.028
529.50,0.028
530.00,0.027
530.50,0.026
531.00,0.026
531.50,0.025
532.00,0.024
532.50,0.024
533.00,0.023
533.50,0.022
534.00,0.021
534.50,0.021
535.00,0.020
535.50,0.020
536.00,0.019
536.50,0.018
537.00,0.018
537.50,0.017
538.00,0.016
538.50,0.016
539.00,0.015
539.50,0.015
540.00,0.014
540.50,0.014
541.00,0.013
541.50,0.012
542.00,0.012
542.50,0.011
543.00,0.011
543.50,0.010
544.00,0.010
544.50,0.010
545.00,0.009
545.50,0.009
546.00,0.008
546.50,0.008
547.00,0.007
547.50,0.007
548.00,0.006
548.50,0.006
549.00,0.006
549.50,0.005
550.00,0.005
550.50,0.005
551.00,0.004
551.50,0.004
552.00,0.004
552.50,0.004
553.00,0.004
553.50,0.003
554.00,0.003
554.50,0.003
555.00,0.003
555.50,0.002
556.00,0.002
556.50,0.002
557.00,0.002
557.50,0.002
558.00,0.002
558.50,0.002
559.00,0.001
559.50,0.001
560.00,0.001
560.50,0.001
561.00,0.001
561.50,0.001
562.00,0.001
562.50,0.001
563.00,0.001
563.50,0.001
564.00,0.001
564.50,0.001
565.00,0.001
565.50,0.000
566.00,0.000
566.50,0.000
567.00,0.000
567.50,0.000
568.00,0.000
568.50,-0.000
569.00,-0.000
569.50,-0.000
570.00,-0.000
570.50,-0.000
571.00,-0.000
571.50,-0.000
572.00,-0.000
572.50,-0.000
573.00,-0.000
573.50,-0.000
574.00,-0.000
574.50,-0.000
575.00,-0.000
575.50,-0.000
576.00,-0.000
576.50,-0.000
577.00,-0.000
577.50,-0.000
578.00,-0.000
578.50,-0.000
579.00,-0.000
579.50,-0.000
580.00,-0.000
580.50,-0.000
581.00,-0.000
581.50,-0.000
582.00,-0.000
582.50,-0.000
583.00,-0.000
583.50,-0.000
584.00,-0.000
584.50,-0.000
585.00,-0.000
585.50,-0.000
586.00,-0.000
586.50,-0.000
587.00,-0.000
587.50,-0.000
588.00,-0.000
588.50,-0.000
589.00,-0.000
589.50,-0.000
590.00,-0.000
590.50,-0.000
591.00,-0.000
591.50,-0.000
592.00,-0.000
592.50,-0.000
593.00,-0.000
593.50,-0.000
594.00,-0.000
594.50,-0.000
595.00,-0.000
595.50,-0.000
596.00,-0.000
596.50,-0.000
597.00,-0.000
597.50,-0.000
598.00,-0.000
598.50,-0.000
599.00,-0.000
599.50,-0.000
600.00,-0.000
600.50,-0.000
601.00,-0.000
601.50,-0.000
602.00,-0.000
602.50,-0.000
603.00,-0.000
603.50,-0.000
604.00,-0.000
604.50,-0.000
605.00,-0.000
605.50,-0.000
606.00,-0.000
606.50,-0.000
607.00,-0.000
607.50,-0.000
608.00,-0.000
608.50,-0.000
609.00,-0.000
609.50,-0.000
610.00,-0.000
610.50,-0.000
611.00,-0.000
611.50,-0.000
612.00,-0.000
612.50,-0.000
613.00,-0.000
613.50,-0.000
614.00,-0.000
614.50,-0.000
615.00,-0.000
615.50,-0.000
616.00,-0.000
616.50,-0.000
617.00,-0.000
617.50,-0.000
618.00,-0.000
618.50,-0.000
619.00,-0.000
619.50,-0.000
620.00,-0.000
620.50,-0.000
621.00,-0.000
621.50,-0.000
622.00,-0.000
622.50,-0.000
623.00,-0.000
623.50,-0.000
624.00,-0.000
624.50,-0.000
625.00,-0.000
625.50,-0.000
626.00,-0.000
626.50,-0.000
627.00,-0.000
627.50,-0.000
628.00,-0.000
628.50,-0.000
629.00,-0.000
629.50,-0.000
630.00,-0.000
630.50,-0.000
631.00,-0.000
631.50,-0.000
632.00,-0.000
632.50,-0.000
633.00,-0.000
633.50,-0.000
634.00,-0.000
634.50,-0.000
635.00,-0.000
635.50,-0.000
636.00,-0.000
636.50,-0.000
637.00,-0.000
637.50,-0.000
638.00,-0.000
638.50,-0.000
639.00,-0.000
639.50,0.000
640.00,0.000
640.50,0.000
641.00,-0.000
641.50,-0.000
642.00,-0.000
642.50,-0.000
643.00,-0.000
643.50,-0.000
644.00,-0.000
644.50,-0.000
645.00,-0.000
645.50,-0.000
646.00,-0.000
646.50,-0.000
647.00,-0.000
647.50,-0.000
648.00,-0.000
648.50,-0.000
649.00,-0.000
649.50,-0.000
650.00,-0.000
650.50,-0.000
651.00,-0.000
651.50,-0.000
652.00,-0.000
652.50,-0.000
653.00,-0.000
653.50,-0.000
654.00,-0.000
654.50,-0.000
655.00,-0.000
655.50,-0.000
656.00,-0.000
656.50,-0.000
657.00,-0.000
657.50,-0.000
658.00,-0.000
658.50,0.000
659.00,-0.000
659.50,-0.000
660.00,-0.000
660.50,-0.000
661.00,-0.000
661.50,-0.000
662.00,-0.000
662.50,-0.000
663.00,-0.000
663.50,-0.000
664.00,-0.000
664.50,-0.000
665.00,-0.000
665.50,-0.000
666.00,-0.000
666.50,-0.000
667.00,-0.000
667.50,-0.000
668.00,-0.000
668.50,-0.000
669.00,-0.000
669.50,-0.000
670.00,-0.000
670.50,-0.000
671.00,-0.000
671.50,-0.000
672.00,-0.000
672.50,-0.000
673.00,-0.000
673.50,-0.000
674.00,-0.000
674.50,-0.000
675.00,-0.000
675.50,-0.000
676.00,-0.000
676.50,-0.000
677.00,-0.000
677.50,-0.000
678.00,-0.000
678.50,-0.000
679.00,-0.000
679.50,-0.000
680.00,0.000
680.50,0.000
681.00,0.000
681.50,-0.000
682.00,-0.000
682.50,-0.000
683.00,-0.000
683.50,-0.000
684.00,-0.000
684.50,-0.000
685.00,-0.000
685.50,-0.000
686.00,-0.000
686.50,-0.000
687.00,-0.000
687.50,-0.000
688.00,-0.000
688.50,-0.000
689.00,-0.000
689.50,-0.000
690.00,-0.000
690.50,-0.000
691.00,-0.000
691.50,-0.000
692.00,-0.000
692.50,-0.000
693.00,-0.000
693.50,-0.000
694.00,-0.000
694.50,-0.000
695.00,-0.000
695.50,-0.000
696.00,-0.000
696.50,-0.000
697.00,-0.000
697.50,-0.000
698.00,-0.001
698.50,-0.001
699.00,-0.000
699.50,-0.000
700.00,-0.000
